Geography,Geography Type,Geography Note,Year,Gender,Total Population,Population Aged 0 to 4,Population Aged 5 to 9,Population Aged 10 to 14,Population Aged 15 to 19,Population Aged 20 to 24,Population Aged 25 to 29,Population Aged 30 to 34,Population Aged 35 to 39,Population Aged 40 to 44,Population Aged 45 to 49,Population Aged 50 to 54,Population Aged 55 to 59,Population Aged 60 to 64,Population Aged 65 to 69,Population Aged 70 to 74,Population Aged 75 to 79,Population Aged 80+
"Cartwright, Municipality of",Community,,2010,Female,235,15,10,10,20,10,10,10,20,25,25,20,30,15,5,10,,10
"Cartwright, Municipality of",Community,,2010,Male,250,15,10,10,25,5,10,10,20,20,25,30,25,20,5,5,10,5
"Cartwright, Municipality of",Community,,2010,Total,490,30,25,20,40,10,15,25,40,40,50,50,50,35,15,15,15,15
"Cartwright, Municipality of",Community,,2011,Female,245,15,10,10,20,10,15,10,20,25,25,20,25,20,5,10,5,10
"Cartwright, Municipality of",Community,,2011,Male,270,15,10,15,20,5,10,10,20,25,30,35,25,20,15,5,10,5
"Cartwright, Municipality of",Community,,2011,Total,515,30,25,25,40,10,20,20,40,45,55,55,45,40,20,15,15,15
"Cartwright, Municipality of",Community,,2012,Female,250,20,10,15,15,10,15,10,20,20,25,25,20,20,10,10,,10
"Cartwright, Municipality of",Community,,2012,Male,270,15,20,15,20,5,10,10,10,25,20,30,30,25,15,5,10,10
"Cartwright, Municipality of",Community,,2012,Total,520,35,35,25,35,10,20,25,35,45,45,55,50,45,25,15,10,20
"Chance Cove, Municipality of",Community,,2010,Female,150,5,10,5,5,5,,5,10,15,10,15,15,20,10,15,5,5
"Chance Cove, Municipality of",Community,,2010,Male,140,,10,5,5,5,,5,10,10,15,10,15,10,15,10,5,5
"Chance Cove, Municipality of",Community,,2010,Total,290,5,15,10,10,10,5,5,15,25,20,30,30,35,30,20,10,10
"Chance Cove, Municipality of",Community,,2011,Female,145,,5,5,10,5,,5,5,15,10,15,15,15,15,15,5,5
"Chance Cove, Municipality of",Community,,2011,Male,140,,5,5,5,,5,,10,10,15,15,15,15,20,10,5,5
"Chance Cove, Municipality of",Community,,2011,Total,280,,10,10,15,5,5,5,10,20,20,35,30,35,40,20,10,10
"Chance Cove, Municipality of",Community,,2012,Female,135,5,,5,5,10,,5,5,15,10,15,20,15,15,10,5,5
"Chance Cove, Municipality of",Community,,2012,Male,150,,5,5,5,,5,5,5,10,10,20,15,15,20,10,5,5
"Chance Cove, Municipality of",Community,,2012,Total,280,5,5,15,10,10,5,5,5,20,20,35,35,30,35,20,10,10
"Change Islands, Municipality of",Community,,2010,Female,140,5,5,5,5,5,5,5,5,10,15,15,10,15,15,10,5,5
"Change Islands, Municipality of",Community,,2010,Male,135,5,5,,5,5,5,5,5,10,10,5,20,15,15,10,5,5
"Change Islands, Municipality of",Community,,2010,Total,280,10,10,15,15,10,10,15,15,20,20,20,35,30,30,15,5,10
"Change Islands, Municipality of",Community,,2011,Female,130,,5,10,5,5,5,5,5,5,15,10,15,15,10,10,5,5
"Change Islands, Municipality of",Community,,2011,Male,125,10,10,,5,5,5,5,5,10,10,5,20,15,10,10,5,5
"Change Islands, Municipality of",Community,,2011,Total,255,10,15,15,10,5,10,10,10,15,20,20,35,25,25,15,10,10
"Change Islands, Municipality of",Community,,2012,Female,130,,,5,5,5,5,5,5,5,15,15,10,15,15,5,5,5
"Change Islands, Municipality of",Community,,2012,Male,125,5,10,,5,5,5,5,5,10,10,10,15,15,15,10,5,5
"Change Islands, Municipality of",Community,,2012,Total,255,5,10,10,10,10,10,10,10,15,20,20,25,30,30,15,15,10
"Chapel Arm, Municipality of",Community,,2010,Female,240,15,10,10,25,5,10,10,10,20,20,30,20,15,15,10,10,15
"Chapel Arm, Municipality of",Community,,2010,Male,235,5,10,15,10,10,10,15,10,15,20,20,25,25,15,5,5,10
"Chapel Arm, Municipality of",Community,,2010,Total,475,20,20,20,30,15,15,25,20,35,40,45,40,45,35,15,10,30
"Chapel Arm, Municipality of",Community,,2011,Female,240,15,10,15,20,5,5,10,10,20,20,30,15,20,15,10,10,15
"Chapel Arm, Municipality of",Community,,2011,Male,235,5,10,10,10,10,10,15,5,15,20,20,25,30,15,10,5,10
"Chapel Arm, Municipality of",Community,,2011,Total,470,20,20,20,25,15,15,25,20,35,40,45,40,50,35,20,10,25
"Chapel Arm, Municipality of",Community,,2012,Female,235,15,10,15,10,5,5,15,10,15,20,25,20,20,20,10,15,15
"Chapel Arm, Municipality of",Community,,2012,Male,235,5,10,10,15,10,15,15,10,10,20,20,25,20,20,10,5,10
"Chapel Arm, Municipality of",Community,,2012,Total,465,20,20,20,25,15,15,25,25,25,40,40,45,45,40,20,15,25
"Colinet, Municipality of",Community,,2010,Female,65,5,5,,5,,,,5,5,5,10,10,5,5,,,
"Colinet, Municipality of",Community,,2010,Male,85,5,5,10,,,,,,5,5,,10,5,10,,5,
"Colinet, Municipality of",Community,,2010,Total,150,5,10,10,5,5,,5,10,10,10,10,20,20,20,5,5,
"Colinet, Municipality of",Community,,2011,Female,70,,5,,,,5,,5,5,5,10,10,5,5,,,
"Colinet, Municipality of",Community,,2011,Male,80,5,,10,,,,,,,5,,5,5,10,,,
"Colinet, Municipality of",Community,,2011,Total,150,,5,10,5,5,,5,5,10,10,15,20,20,20,5,5,
"Colinet, Municipality of",Community,,2012,Female,65,,5,5,,,5,,5,5,5,5,10,10,5,5,,
"Colinet, Municipality of",Community,,2012,Male,80,,5,5,5,5,,,,5,5,,5,10,10,5,5,5
"Colinet, Municipality of",Community,,2012,Total,145,,5,10,5,5,5,5,5,10,10,10,15,20,20,10,5,5
"Colliers, Municipality of",Community,,2010,Female,330,5,20,10,20,25,15,20,15,20,30,30,35,25,25,10,10,10
"Colliers, Municipality of",Community,,2010,Male,320,10,15,15,20,20,15,15,15,25,25,30,45,25,20,10,5,10
"Colliers, Municipality of",Community,,2010,Total,645,20,30,25,35,40,30,35,30,40,55,65,80,50,45,20,15,20
"Colliers, Municipality of",Community,,2011,Female,330,5,25,10,20,20,10,20,15,20,35,30,35,25,25,10,10,10
"Colliers, Municipality of",Community,,2011,Male,325,10,10,20,20,15,15,15,15,20,30,30,40,35,20,15,5,10
"Colliers, Municipality of",Community,,2011,Total,650,15,30,30,35,35,30,30,30,40,65,65,75,65,45,25,15,20
"Colliers, Municipality of",Community,,2012,Female,320,5,25,10,15,15,10,15,15,20,25,35,30,35,20,10,10,10
"Colliers, Municipality of",Community,,2012,Male,325,10,10,20,15,10,15,15,20,25,25,30,35,35,25,10,5,10
"Colliers, Municipality of",Community,,2012,Total,640,20,35,30,25,25,30,30,35,45,55,65,65,70,45,25,15,20
"Comfort Cove-Newstead, Municipality of",Community,,2010,Female,215,5,10,15,15,10,10,5,15,10,20,30,15,20,15,10,5,5
"Comfort Cove-Newstead, Municipality of",Community,,2010,Male,240,5,10,10,15,15,10,5,15,20,25,20,20,20,20,10,10,10
"Comfort Cove-Newstead, Municipality of",Community,,2010,Total,455,10,20,25,35,15,20,5,30,35,45,50,35,45,35,20,15,15
"Comfort Cove-Newstead, Municipality of",Community,,2011,Female,215,,10,15,10,15,10,5,10,10,20,25,15,25,15,10,5,5
"Comfort Cove-Newstead, Municipality of",Community,,2011,Male,235,10,5,15,15,15,5,5,10,20,20,25,20,20,25,10,5,10
"Comfort Cove-Newstead, Municipality of",Community,,2011,Total,450,15,15,30,30,20,15,10,25,35,40,50,35,45,35,25,15,20
"Comfort Cove-Newstead, Municipality of",Community,,2012,Female,205,5,5,15,5,15,10,5,10,10,20,20,20,25,15,10,10,
"Comfort Cove-Newstead, Municipality of",Community,,2012,Male,225,5,5,10,10,15,5,5,5,20,20,25,20,25,20,15,10,10
"Comfort Cove-Newstead, Municipality of",Community,,2012,Total,430,10,10,25,20,25,15,10,20,30,35,50,40,50,30,25,20,15
Conception Bay South,Community,,2010,Female,12435,750,695,745,775,640,725,910,1010,1045,1065,950,895,825,510,340,240,310
Conception Bay South,Community,,2010,Male,11985,785,765,755,765,625,665,815,955,1025,1025,925,865,745,530,350,225,160
Conception Bay South,Community,,2010,Total,24415,1530,1460,1495,1535,1265,1395,1725,1965,2075,2090,1880,1760,1570,1045,690,460,465
Conception Bay South,Community,,2011,Female,12680,770,720,760,750,645,755,905,1025,1040,1085,985,900,845,570,360,240,315
Conception Bay South,Community,,2011,Male,12170,765,760,800,735,650,690,800,955,1020,1055,935,875,775,590,365,230,165
Conception Bay South,Community,,2011,Total,24850,1530,1485,1555,1480,1295,1445,1710,1985,2065,2140,1920,1775,1620,1165,725,470,480
Conception Bay South,Community,,2012,Female,12810,760,700,770,755,630,760,930,1010,1030,1125,995,900,840,655,380,240,330
Conception Bay South,Community,,2012,Male,12285,760,780,780,730,640,730,780,970,990,1045,935,900,790,650,390,225,190
Conception Bay South,Community,,2012,Total,25090,1510,1480,1545,1480,1265,1495,1715,1985,2020,2165,1930,1800,1635,1310,770,470,520
"Conception Harbour, Municipality of",Community,,2010,Female,355,20,15,20,20,20,25,20,20,25,30,35,40,20,15,15,10,10
"Conception Harbour, Municipality of",Community,,2010,Male,335,15,15,5,25,25,20,20,15,25,20,35,40,25,15,20,10,10
"Conception Harbour, Municipality of",Community,,2010,Total,690,40,25,30,40,45,45,35,35,50,50,70,80,50,30,35,25,20
"Conception Harbour, Municipality of",Community,,2011,Female,360,20,15,20,20,20,25,20,20,25,35,30,40,30,15,20,10,10
"Conception Harbour, Municipality of",Community,,2011,Male,335,20,15,10,25,20,15,20,15,20,20,35,40,30,15,20,15,10
"Conception Harbour, Municipality of",Community,,2011,Total,695,35,25,30,40,40,40,35,35,40,55,70,80,60,30,40,30,15
"Conception Harbour, Municipality of",Community,,2012,Female,345,15,15,15,15,20,20,20,20,30,30,30,40,30,20,15,10,10
"Conception Harbour, Municipality of",Community,,2012,Male,340,20,15,5,20,25,20,20,20,20,25,30,40,30,20,20,15,10
"Conception Harbour, Municipality of",Community,,2012,Total,685,35,25,25,35,40,35,30,40,45,55,65,80,60,40,30,30,10
Conche,Community,,2010,Female,95,5,5,,10,10,,,5,,10,10,5,10,5,5,,5
Conche,Community,,2010,Male,85,,,5,,5,5,,5,,5,15,15,15,5,5,5,5
Conche,Community,,2010,Total,180,5,5,5,15,15,10,5,10,5,15,30,20,20,10,10,5,10
Conche,Community,,2011,Female,95,5,5,,10,5,,,5,,10,10,10,10,5,,,5
Conche,Community,,2011,Male,85,,,5,,5,5,5,5,5,5,15,10,15,5,5,,5
Conche,Community,,2011,Total,180,5,,5,15,10,5,5,10,5,20,30,20,20,15,10,5,15
Conche,Community,,2012,Female,85,,5,,5,10,,,5,,10,5,10,5,10,5,,5
Conche,Community,,2012,Male,90,,,5,5,5,5,5,5,5,5,15,15,15,5,5,,5
Conche,Community,,2012,Total,175,,5,5,10,10,10,5,10,5,20,25,25,15,15,10,5,15
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2010,Female,455,25,35,35,35,30,20,45,55,50,40,30,15,20,15,5,5,5
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2010,Male,475,40,35,35,40,30,25,30,50,60,30,35,25,15,5,,10,10
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2010,Total,930,60,60,70,75,65,45,80,100,110,70,60,45,40,15,5,10,15
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2011,Female,450,30,30,30,35,30,30,40,50,45,40,35,15,20,10,5,5,5
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2011,Male,475,40,35,35,35,30,25,30,40,55,40,35,25,15,10,,5,10
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2011,Total,920,70,60,70,75,60,55,75,90,105,80,70,40,40,15,5,10,15
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2012,Female,475,30,40,30,35,30,30,35,45,55,40,50,15,20,15,5,5,5
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2012,Male,510,35,35,35,40,40,25,30,45,55,50,40,30,15,20,,5,10
"Samiajij Miawpukek, Municipality of",Community,Also referred to as Conne River. ,2012,Total,980,60,65,70,80,75,50,70,90,110,90,90,45,45,30,5,10,20
"Cottlesville, Municipality of",Community,,2010,Female,145,5,5,15,5,10,5,5,10,10,10,10,15,10,15,5,5,5
"Cottlesville, Municipality of",Community,,2010,Male,140,,,10,10,5,5,5,5,15,15,15,10,15,10,5,5,5
"Cottlesville, Municipality of",Community,,2010,Total,280,5,5,25,20,10,5,10,20,25,20,25,25,30,25,10,10,15
"Cottlesville, Municipality of",Community,,2011,Female,140,,5,15,10,5,5,,10,15,10,10,10,10,20,5,5,5
"Cottlesville, Municipality of",Community,,2011,Male,135,,,5,5,10,5,5,5,15,10,15,10,15,10,5,5,5
"Cottlesville, Municipality of",Community,,2011,Total,270,5,5,20,20,10,5,10,15,30,15,25,20,25,25,10,10,15
"Cottlesville, Municipality of",Community,,2012,Female,140,,,10,5,5,5,,10,15,15,5,15,10,15,10,5,5
"Cottlesville, Municipality of",Community,,2012,Male,140,5,,5,10,10,5,5,5,20,10,10,10,15,10,5,5,5
"Cottlesville, Municipality of",Community,,2012,Total,275,10,5,15,20,10,10,5,20,30,20,20,25,25,25,15,10,15
"Cow Head, Municipality of",Community,,2010,Female,255,10,15,10,10,10,10,10,20,15,25,20,15,20,15,10,15,15
"Cow Head, Municipality of",Community,,2010,Male,235,15,5,15,10,10,10,15,10,10,25,25,25,15,5,20,10,10
"Cow Head, Municipality of",Community,,2010,Total,485,20,20,20,20,20,20,25,25,25,50,50,40,40,25,30,25,25
"Cow Head, Municipality of",Community,,2011,Female,245,10,15,10,10,10,10,10,15,15,20,25,15,20,10,10,15,15
"Cow Head, Municipality of",Community,,2011,Male,230,15,10,15,10,10,10,10,10,10,20,25,25,25,5,15,5,10
"Cow Head, Municipality of",Community,,2011,Total,475,20,25,20,20,20,20,20,25,25,40,50,40,45,20,25,20,30
"Cow Head, Municipality of",Community,,2012,Female,255,15,10,10,10,10,10,10,20,15,15,25,20,20,10,10,15,20
"Cow Head, Municipality of",Community,,2012,Male,225,10,10,5,10,15,10,10,15,5,20,20,25,20,10,15,10,10
"Cow Head, Municipality of",Community,,2012,Total,480,25,25,15,20,20,20,20,35,20,35,45,50,40,25,25,25,30
"Cox's Cove, Municipality of",Community,,2010,Female,330,15,15,10,10,15,20,20,20,20,25,45,30,25,25,15,5,15
"Cox's Cove, Municipality of",Community,,2010,Male,310,15,15,15,20,10,15,10,20,15,35,25,35,20,25,15,5,5
"Cox's Cove, Municipality of",Community,,2010,Total,640,30,30,30,30,25,30,35,35,35,60,70,60,45,60,30,15,20
"Cox's Cove, Municipality of",Community,,2011,Female,335,15,15,10,15,15,15,20,20,20,25,40,40,25,30,20,10,10
"Cox's Cove, Municipality of",Community,,2011,Male,320,15,15,15,20,10,15,10,25,15,35,30,40,25,25,20,10,5
"Cox's Cove, Municipality of",Community,,2011,Total,660,30,25,30,30,25,25,35,40,30,60,70,75,50,60,35,20,20
"Cox's Cove, Municipality of",Community,,2012,Female,335,20,15,10,15,15,20,20,25,15,30,35,40,25,25,20,10,10
"Cox's Cove, Municipality of",Community,,2012,Male,320,20,10,20,15,10,15,15,20,20,30,30,35,30,20,20,10,5
"Cox's Cove, Municipality of",Community,,2012,Total,660,40,25,35,30,20,30,40,45,30,55,65,70,55,50,35,20,15
"Daniel's Harbour, Municipality of",Community,,2010,Female,125,5,5,5,5,5,5,5,10,10,5,15,20,10,10,5,5,5
"Daniel's Harbour, Municipality of",Community,,2010,Male,135,5,5,5,5,5,5,5,5,10,10,15,20,10,10,10,5,10
"Daniel's Harbour, Municipality of",Community,,2010,Total,260,5,10,10,10,5,10,5,15,20,20,30,40,25,15,15,10,15
"Daniel's Harbour, Municipality of",Community,,2011,Female,135,5,5,5,5,5,5,5,5,10,5,20,15,15,10,5,5,5
"Daniel's Harbour, Municipality of",Community,,2011,Male,130,5,5,5,5,5,5,5,5,10,15,10,20,10,10,10,5,10
"Daniel's Harbour, Municipality of",Community,,2011,Total,265,5,5,10,10,5,10,10,10,20,20,30,35,30,20,15,10,15
"Daniel's Harbour, Municipality of",Community,,2012,Female,130,5,,5,5,5,5,5,5,10,10,15,15,20,10,5,5,5
"Daniel's Harbour, Municipality of",Community,,2012,Male,130,5,5,5,5,5,5,5,5,5,15,10,20,15,10,10,5,5
"Daniel's Harbour, Municipality of",Community,,2012,Total,255,10,5,10,10,10,10,5,10,15,25,25,35,35,15,15,15,10
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2010,Female,440,55,60,55,55,50,50,25,25,25,15,15,10,,,5,5,5
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2010,Male,430,60,65,35,40,50,65,20,30,25,20,10,10,5,5,5,5,
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2010,Total,870,120,130,80,90,95,115,45,60,55,35,25,20,5,5,5,,5
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2011,Female,465,60,60,55,55,55,55,25,20,30,10,15,10,,,10,5,5
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2011,Male,465,75,60,40,50,50,55,35,20,35,20,10,15,,5,5,5,
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2011,Total,930,145,125,90,100,100,105,60,45,70,35,25,25,5,,10,,5
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2012,Female,480,70,55,70,55,60,55,30,20,25,15,15,15,5,,10,5,5
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2012,Male,475,75,65,45,40,55,60,30,15,35,25,15,15,,10,5,,
Natuashish,Community,The community of Natuashish was established in 2002 when the population moved from Davis Inlet.     ,2012,Total,955,155,125,105,90,110,110,60,35,70,45,35,25,5,5,10,,5
"Dover, Municipality of",Community,,2010,Female,320,10,15,25,15,15,20,15,25,25,40,25,35,20,15,15,,10
"Dover, Municipality of",Community,,2010,Male,350,20,10,10,30,25,20,20,25,25,45,25,35,30,10,15,10,5
"Dover, Municipality of",Community,,2010,Total,670,35,25,40,40,40,40,30,50,50,80,50,65,60,20,25,15,15
"Dover, Municipality of",Community,,2011,Female,330,5,15,25,15,15,20,15,25,25,40,30,35,25,15,10,5,10
"Dover, Municipality of",Community,,2011,Male,345,20,10,10,20,20,20,20,15,35,35,30,40,30,10,15,10,5
"Dover, Municipality of",Community,,2011,Total,675,30,30,35,35,35,40,30,40,60,70,60,70,60,25,25,15,15
"Dover, Municipality of",Community,,2012,Female,335,10,15,20,10,20,20,20,20,30,30,35,30,20,20,10,10,10
"Dover, Municipality of",Community,,2012,Male,365,20,10,15,25,20,20,20,20,25,35,30,35,35,15,15,5,10
"Dover, Municipality of",Community,,2012,Total,700,40,30,35,35,40,40,40,40,55,60,70,60,65,35,25,15,20
"Elliston, Municipality of",Community,,2010,Female,175,5,10,5,5,5,5,10,10,15,15,15,15,15,10,5,5,10
"Elliston, Municipality of",Community,,2010,Male,170,5,10,15,10,10,10,,5,10,15,25,15,15,10,15,,5
"Elliston, Municipality of",Community,,2010,Total,350,10,20,20,20,15,15,15,15,25,25,40,30,30,25,25,10,15
"Elliston, Municipality of",Community,,2011,Female,160,5,10,5,5,5,5,5,10,15,15,15,20,15,10,5,5,5
"Elliston, Municipality of",Community,,2011,Male,175,5,10,15,10,10,5,,5,10,15,20,20,20,10,15,5,5
"Elliston, Municipality of",Community,,2011,Total,335,10,15,20,20,15,10,10,15,25,25,30,40,35,25,20,10,10
"Elliston, Municipality of",Community,,2012,Female,155,5,10,5,5,5,5,5,10,15,10,10,20,15,15,5,5,5
"Elliston, Municipality of",Community,,2012,Male,175,5,10,15,5,10,5,5,10,5,10,15,20,20,15,15,5,5
"Elliston, Municipality of",Community,,2012,Total,335,10,15,20,15,10,15,15,20,20,20,25,40,35,30,20,10,10
"Englee, Municipality of",Community,,2010,Female,315,25,15,15,25,10,10,15,20,30,20,30,30,25,20,15,10,15
"Englee, Municipality of",Community,,2010,Male,280,10,20,10,20,10,,10,20,25,25,20,25,25,15,15,15,15
"Englee, Municipality of",Community,,2010,Total,590,30,30,20,35,15,10,25,45,50,45,45,55,55,35,35,25,25
"Englee, Municipality of",Community,,2011,Female,310,15,15,20,20,10,10,10,20,30,20,25,25,30,25,15,10,15
"Englee, Municipality of",Community,,2011,Male,275,10,15,20,15,5,,10,15,30,25,20,20,25,25,10,15,15
"Englee, Municipality of",Community,,2011,Total,585,25,30,30,30,10,10,20,40,55,45,45,45,60,50,25,25,30
"Englee, Municipality of",Community,,2012,Female,300,5,15,15,20,10,10,10,10,35,20,25,20,30,25,15,10,20
"Englee, Municipality of",Community,,2012,Male,280,10,15,15,20,5,,15,10,25,30,25,25,30,20,15,10,20
